id,restaurant_id,branch_id,order_id,return_number,reason_code,total_amount,status,authorized_by,authorized_at_utc,completed_at_utc,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
b1f420c6-74cb-5fbf-b7d4-8aa83bc18d33,d615a3b5-351d-5ed5-bb69-c4dcac36aa00,fa14de3c-59ba-5043-85cf-df1adc6ec579,450dca80-f375-51db-9401-680b18119c56,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
de8ae5f1-dd53-54d8-a1e4-0d6ec26d6e56,bb3ac671-6c2e-5416-acd7-85d71693d50e,d95ff0d0-166d-5c92-a350-c84753a190e6,dd4b24fe-84b1-5666-8b71-c6f07650b798,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
4c2bd5bd-f58d-5708-95a9-6a1c2fd7bd90,bfad71f3-0e54-5467-bb83-c8664b3d7bc3,4f8897d5-01d5-51cf-b731-c0c00a95f276,09634954-2342-52ba-9a0c-3a3b3306314e,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
b6a4e2b2-04b9-526d-808d-6fd23c61f64d,104f9e79-e136-5ed4-a852-64d160340e45,667d8806-3545-519a-b50d-53f59e32b5de,c9e72080-d5fc-5e91-b66a-01ba01d17273,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
f9f2ced4-8105-558e-9e9d-b9ed92c9e60a,caa70f0d-2314-5cf5-a481-0c259c347e04,5fc8b896-34d2-51bd-a704-ce34bc761aa5,8739b75a-661c-5cd6-8d13-75d8b1d9ccb7,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
3af110f9-eea3-5089-aa2e-44bc61a7ff16,a8e4c50c-665a-56b1-b68c-03b500b4ba4a,ffe4fc95-0766-5217-8799-406087e64b0a,adb41fc7-e7d6-533e-b4db-aeeb5f280461,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
7764dd36-8448-5ae6-9a26-6e096a803cf2,6cf0dd31-f5a3-5fb4-bdc2-733a20f5f35c,e7663958-ddb0-5009-aee0-c69a3861fd37,917b8fdf-f7f4-5a42-af5f-ce6870ce3ce2,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
255f302e-e128-597e-bf6a-3ac52734d73e,5a29b0dd-09ca-560f-b248-db0555c5c325,f8931a36-3c7e-5d3d-b99b-0e8000d839ce,aa1f0c86-0128-5242-9569-2ed5aa67aefc,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
48b1fe53-e027-597f-bbac-6df5f16da4dc,bab016a4-e1f0-5423-95ba-68a55a375518,c0a69b24-fff7-59b2-8e17-c301343502e7,78cefe97-766f-54d0-967b-6d1f2db51f88,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
9651a4dc-7492-5870-b92b-d6a0707d98b8,bf67c71a-ef24-5eed-87ee-0b99059448c0,845ec984-3327-5af2-b730-832d5fb90ea6,c987aa17-b646-5efa-9b4a-7a676ccc4c21,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
41f968af-4916-5e16-8543-2d04a849c0cb,07b24cca-976d-532c-9467-d2343cc9f38d,2e2fed70-3112-5e2b-afae-d094b8e1a56d,09f7a746-3556-5328-81ed-f7f895569d48,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
6f08a1ce-9695-5e76-af87-1c75175dc191,fa9711c5-4a59-5910-b824-83392f64a533,042f9a90-c603-52f8-9683-6dd865bd3467,8e733609-455b-569f-9907-ddfadbbedf9b,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
62e07c48-d203-5dd3-9fe3-e34d3713c80c,597b352f-cbab-5ea6-893f-73309ac2fbf9,3199c167-cd10-5315-823a-3b014d34d69f,40f114ce-9664-5538-b6d6-b44eca862dd4,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
8f34678f-b9ab-5f8e-8f50-55bbbc034737,22681635-41b9-56da-a764-798ba158a3ac,0a203a36-6b49-56b0-9087-a1253c097f85,4cf48f5b-603c-5720-a5d0-fa6697541c9f,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
ba631c30-3df0-5731-9d24-143d10d38da5,07ec22d2-2b6d-5c14-8ffc-39efd39e0a9e,0d183c94-22f0-5c0a-8fec-a64846db6040,ecd2ab1a-0622-51f1-8043-b19262a7addb,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
3fe6fd1e-e380-568c-af11-4058fdc798ca,fce39051-f305-572f-83db-29fbaf5b798a,b70966b0-2c1a-5931-b8d4-e751c36d4ad5,b2276c59-956d-5c13-8003-3ada140a55d8,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
45f16d70-7de9-514b-a6b2-6dc7780ddfc6,d6cf8637-33f0-58ca-a006-64b3c3f5b7f1,876adc77-ae03-526c-b50f-6ff9e368ad3b,5dd81f68-b2c1-5c5b-b1d4-f73ee721d116,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
7d825a51-e56d-5630-bbb0-96d23b802a22,4b8ac2bc-db12-5fb9-8556-20aa186929f6,98155b61-0bd0-57a3-958f-41a36459ba58,16fcfa49-306d-5031-b940-c9fd4da435d1,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
3e0c0535-7a6d-5231-8755-9e5f619fecb7,7a5fbc73-7498-500c-b457-d15f22bb9989,5fc9c4c2-206c-56e2-a998-5dee4521bddc,a094425f-8725-52d5-978d-9890da8dcf58,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
f2225bab-f99f-583a-98e8-21934fa2b817,8ca9e1ae-e628-59af-8ab4-395d06328807,1a0ee057-44b7-5c27-92d4-911c4e8df9ef,ef203fed-b93e-52de-937b-57c3ff030578,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
0e9ba6a4-1781-51c4-b8b2-b6b31138362f,98e2754e-6697-50e6-8bab-81a98e4aeca7,d25bcb6c-bea7-59ce-86dd-136731dedcdc,fe94bf77-950d-5828-9523-bda16ae24f8a,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
b87c3c75-e473-52b1-b722-77801656ca6b,bbf4f4ee-81c9-55b0-80af-33be79e561ee,d6b7b387-aa6c-5e89-915b-088f916b3391,3fe31ccd-b39a-5dca-8f5f-f98bf1162b3b,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
ff7d0e0b-5f6a-5067-91e5-55899e57a19f,c1460c74-b0e2-5d90-9797-9f6b2e861e30,6c56f38a-db9c-532d-bea6-f8b7b8e5363e,d229ca0f-6d9d-525f-ba33-2c3d78f399e4,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
0dfdc3b4-de8c-58d2-8342-23dc976c7427,67af2cf8-ba63-5420-aaa1-3d4828850036,8cd62544-e65c-5e26-89a3-ed106b53e100,4edcd556-25a0-5b4b-a2a4-a20b7869e5ce,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
4ee8452f-4694-552e-bff3-79ba6b7d68eb,517ff701-319d-502a-b5b9-e1c36a3cde3c,6284841b-ba33-5daa-87ab-e40d3dad4270,c83f64dc-472b-5668-bf36-327debeeef06,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
45820919-5f3f-5e5f-9562-f9ec2a5bab96,b3efb6f0-9635-58cf-b533-6394b23e857d,51fcc856-dc42-516c-884f-d11046c42b0f,3277f419-6976-5730-8fb3-6eced2ee491c,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
c694b25b-492c-56b2-ba03-497cd981d25c,707f9a45-b18a-5759-b1bd-cb4b9991c763,1c0c241c-706a-5a03-af89-51f36be3b31d,f9cf74e9-e95d-5d16-8516-c4fb751dbeda,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
c45ec858-dc26-590a-bd0e-c2227205149f,4b4841d6-837e-5b3a-8625-eb21c5856ff2,f8172349-4251-59ce-97e9-b7557d3de161,768760e4-4bb0-5fc0-956f-d7137703c8b0,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
5f6b69c6-04c1-5338-b9c2-7ea7111d94a8,c4afafa8-25c3-527c-95bc-c2ce6efb5a36,4e9b46f3-a80d-5bbe-8e48-6e272ac4ec7d,d6f419a1-eb1d-577d-b6b8-25072f213872,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
b2fa2316-662a-5c0a-9bde-639cafdd2566,44c58e92-2d0f-5de4-949a-53cca4b7c650,a8ce6ace-de10-5b9e-8562-ff399d9b3720,afd9195d-dea1-55d8-a303-b0b4b897e212,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
c56d42f3-4d12-5939-b5c4-7a24f3633e60,fadf79e7-84bd-54aa-8fce-71315980e940,3ad62353-9d14-5c8b-8b49-dd707e7062f6,421ff8d9-d7d4-5879-b00a-c512b28fd4df,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
579940af-3dac-5b2c-9ac4-09d857263e30,a3bed95f-b4d1-5aea-963e-723a3b5343d7,bc09cbc5-215f-541b-8c6e-3a2424f57dc1,a3ab5eeb-9e56-5cdc-b71a-9336112b8aec,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
4d94a257-87bd-5480-b55d-c573e3cc7b1f,dfc9650b-5da6-5083-b918-0069b7f18a39,bfab66d1-5579-5df8-8823-877a42101df8,fd0b8bb2-7e67-559b-bdba-58f1e9ce0282,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
72ac16b1-2251-5cb0-96cb-7637c186a530,e40302ce-cd87-5926-898b-7077c873c69c,54df2c82-6a6d-5d6d-8805-8cbfa0d3b5a9,15ee0899-79ad-57ff-b4a4-e71768fe7448,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
e22f9027-b348-505a-96ac-831f986d9be2,c1f4e8f0-e00b-5a1e-82a4-2aa113ce0e2e,5ab65997-731d-59e8-89c1-ca8e45e1c4da,7e2f25cc-ae76-5112-9dd7-2ba69f5e0e8d,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
d7bda902-a7a4-5103-8872-1a79c280d55c,80267d1d-6166-5d66-a39a-2fe7d3ec9558,59352201-4c08-5821-a06b-4627e245eb0d,06a252f3-4436-5c52-9b4e-ce4a4ce86b99,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
86c8306c-7ccc-535f-a459-bb81f694ecc1,7e941da0-444e-555b-8c14-37022c2450f6,bde6ac3c-0fdb-56ed-97fc-675192dd4673,93c812ad-0f00-55b9-9c72-20153dde4a5a,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
d2f01e74-0650-5df5-9673-b96e62a38e71,9e1b7503-21ff-59f4-83b8-5c7bb3c79c9c,628f45fd-8c77-5687-a364-ec838e2235f0,2cda9f50-6f04-507e-9f64-404cfe963083,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
bf662c24-c111-59c5-aafe-26090f93f1a0,c824a05f-57b4-564d-8182-a0acb1779be0,c201d0c9-9b7c-5ee8-ab68-8c13372204d1,ef055e36-cfcf-5866-8188-6d6905e6c8e4,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
56a43973-7b37-5893-a64c-53dc46c6f7c1,7b2007ac-f4b3-5a96-998c-4b5bdb6201f7,7eece59b-5668-5599-a4e2-6709233fcb68,ad638b19-0416-5c7a-8086-be63838d4522,DEMO-RETURN-0001,sample_quality,19.5160,completed,sample-user-001,2026-01-01T12:35:00Z,2026-01-01T12:40:00Z,2026-01-01T12:35:00Z,sample-data,2026-01-01T12:40:00Z,sample-data,1
