id,customer_id,address_type,recipient_name,line_1,city,postal_code,country_code,delivery_instructions,is_primary,status,created_at_utc,updated_at_utc
5af99d50-da27-5519-8851-3dd3b87ac049,e42c3c87-2434-5d3b-ad9c-66ccf1b8c537,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
fb000643-a266-5987-bfcc-4412fc9eae00,e2e97e59-026c-5c85-b773-7a0e17196c43,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
d6210cac-b825-57c9-b223-418e790b95ca,c110fc98-4328-5f49-b862-f244458b0d0d,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
f43ee1eb-2b26-593c-9b49-b983c8d75a75,495949fe-5655-56b8-86ca-9ee250d9328e,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
9e1d7169-e8de-5070-b297-1534153e5f0a,118183f4-9bb2-53ee-a2e2-71738aed2383,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
0db147e9-c863-5439-aa41-02ede5322281,63627e04-178e-51fe-9a56-1120f4dc7793,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
4b29de17-48a4-57a4-a638-7e648350486e,91b5493f-31a1-53a0-ae8b-0268448a3837,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
00a43d1d-f0d6-5c26-8e0b-5696adfca928,d4e7592f-86ef-5e35-80cb-62df9946a60d,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
d4fef36f-1637-5e44-a01d-2359379f9b5d,c6b3b0c9-defc-5caf-acdf-1c89d69817d5,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
b8911fcd-6ae5-51eb-8108-89de7c710061,d570a005-c150-563c-8280-3371b7b76ddc,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
f9d21989-afc1-5a66-8ec5-0dde657d1d74,fe2b4483-7cc4-51ff-973c-074c3558768c,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
df14b5d2-b418-57e5-aa64-fd51e49df1dd,b4b93026-52bc-5feb-9714-61a517574b2b,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
dc9424d1-8db5-5d9f-9a21-dcee23245f42,3c092657-d796-5f9a-aee5-a13fdec27ba6,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
658c448c-003f-54c3-977f-534be6dab484,7444016c-5aec-5701-a361-ef628f464b19,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
00a1b148-bda4-58d3-8adb-52981dedef30,c0863f04-b244-5bfd-a5fc-f7d415e433e4,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
9cdca055-07f5-588e-bad7-08c8d8ce113f,9384ca03-9202-52d2-b77c-a9fb7ebc2ebb,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
9ab8d5f2-dada-5561-b60e-a31f6c3394bd,82821c0c-b82a-5bf8-87fe-813f3d7a39b1,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
3c988d11-f7df-56ce-af66-d34863767ca8,20957052-d997-5549-8bf2-15919155cc0f,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
fcfb8495-9e17-5f58-8222-a3549c8dea3b,d14f1171-d69e-54df-ad5f-9e1c19540319,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
d7f7ef78-bceb-5965-a040-dd6578139586,10ac7e64-6989-5edd-b781-fde1d34ce859,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
43c0ba0f-1895-55e2-8fae-db1811645d85,05f6c5b9-1a4b-5c15-b5bf-6b4c5e4d6cab,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
77b7274a-3ae8-547f-b051-e633858ee2eb,f9ee7fb6-6f44-50dc-80c2-253b41661dfe,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
87d5c21c-874e-5bc4-8cfc-a5587d1534b7,dcd7526f-eb28-558d-a738-53483e9eba0b,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
069acb7d-0d60-52f0-a1a7-7066ac33b19a,c02d8cd9-9cc6-53f7-9d18-c92fd8eabfaa,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
76546cf2-a48d-5cf6-8b65-db04faba6f3c,8334fb7b-5f4f-5348-850c-fbae8f77f33a,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
ce9a208c-449a-58ed-aaf0-59035dc26374,0ea9a37f-08cf-53a4-bd4a-58a733b4d7f3,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
0bffe083-45bd-526f-8c0c-04c7f623d23f,8309367f-5041-577b-9157-9d60c8d62db9,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
6dba0bce-83b7-5f8e-91ee-3795d6fdd2b6,f7861994-7619-543c-a3c7-48deb07bcada,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
170716be-18e6-551d-b93c-a3e8a2d85a6b,252f88d1-e524-5b76-8f14-26af9758e3f2,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
cdcc4e78-5c04-5e84-86e7-aca96ba2aa98,6f21e40a-9dc7-5182-9ded-3a25343c0d92,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
5f4bb7f1-71ae-53db-84e2-ac4f019533a5,7fee361e-6e20-555e-bb9a-3a55353df6e0,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
5d60210f-03f5-5e11-9b7e-800a87fa3484,4372e64a-2283-5fd0-b9b0-89186f98e8c2,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
2eca5d7a-6f68-5e08-87b9-8619030d8296,8fffbdaf-3275-512f-bd93-29cea00981de,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
79b3c138-211c-5801-bcdd-a09a7a75e143,7714403d-f4d8-5ff4-9163-d5ea06e6b4fa,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
939966a9-5bb8-5ef7-b869-09b62b93d9bb,983dbde3-99e9-5d0b-b5bf-32b6f10eab63,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
24c82658-4bea-5183-9dd6-345d24f05ac8,2f75fa96-7eb2-5350-9e64-3b079dc2f850,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
dd6495a2-917e-5d04-8899-35227ff1dd36,8a1024fb-7ec6-5b10-bd4b-9d62b9cd3aaa,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
2cecb58f-210f-5d8d-8355-a2e843212139,1da2a441-1b5c-53c6-81fb-9c5ba08b5deb,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
c26581af-565f-5a74-9569-3b45036f89fc,f82c076b-a23a-5977-8b1d-850c53d68976,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
5ca4fcda-c06d-5d70-b447-00b267cfea0f,2e7f80a1-4abc-5f66-9609-1d0822d669cb,delivery,Alex Example,10 Fictional Street,Singapore,000010,SG,Sample address only,true,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
