id,organization_id,customer_number,identity_subject_id,display_name,status,contact_preferences,attributes,created_at_utc,created_by,updated_at_utc,updated_by,concurrency_version
118183f4-9bb2-53ee-a2e2-71738aed2383,1016d9ad-1813-5284-bb7e-63e5fc214b6e,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
63627e04-178e-51fe-9a56-1120f4dc7793,d6cccba9-b2c0-5bc6-a7f0-51d92dcb8597,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
91b5493f-31a1-53a0-ae8b-0268448a3837,e2dcb3af-2199-5191-8645-9ee1a29fd234,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d4e7592f-86ef-5e35-80cb-62df9946a60d,72ad6697-d517-56f3-9f5c-1cdf64c12ace,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c6b3b0c9-defc-5caf-acdf-1c89d69817d5,fbd98ac8-9d31-5911-aab4-51b8e96b5838,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d570a005-c150-563c-8280-3371b7b76ddc,3ff64dca-8221-511a-8098-df35dada4770,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
fe2b4483-7cc4-51ff-973c-074c3558768c,25f48eef-0941-50eb-9d80-e38b836d4a90,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
b4b93026-52bc-5feb-9714-61a517574b2b,f0955e44-e8c1-56b6-a5d9-43cb1ebb17fe,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
3c092657-d796-5f9a-aee5-a13fdec27ba6,210a08f1-035e-5f78-82e0-0b2234bc9611,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7444016c-5aec-5701-a361-ef628f464b19,a8d11bea-09e0-59ab-b754-1cf45205dd64,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c0863f04-b244-5bfd-a5fc-f7d415e433e4,d8ff86be-1f0b-59da-bae8-b56d0f38cfad,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
9384ca03-9202-52d2-b77c-a9fb7ebc2ebb,365829aa-f8c7-5814-a84b-64e99c79e06c,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
82821c0c-b82a-5bf8-87fe-813f3d7a39b1,c7de6003-b197-5d17-846d-5bb46c89f44e,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
20957052-d997-5549-8bf2-15919155cc0f,f84533cf-dd3c-516f-938c-a0dd6258b7e1,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
d14f1171-d69e-54df-ad5f-9e1c19540319,0f211d27-56e6-509e-83af-fe7b0bde4cc7,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
10ac7e64-6989-5edd-b781-fde1d34ce859,6621d572-7d70-5d77-a4cc-65108c371e87,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
05f6c5b9-1a4b-5c15-b5bf-6b4c5e4d6cab,d1bf0642-0870-54da-a2f1-fdd9990ad753,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f9ee7fb6-6f44-50dc-80c2-253b41661dfe,3e345325-9aae-535f-b440-65b46e2ea14b,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
dcd7526f-eb28-558d-a738-53483e9eba0b,96f5787a-aaff-5c4d-9e75-978ff4eeee76,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
c02d8cd9-9cc6-53f7-9d18-c92fd8eabfaa,afce03d6-6288-5d8d-84b2-8f57813ab3b1,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8334fb7b-5f4f-5348-850c-fbae8f77f33a,585694d1-a212-5e38-8274-d89cdb637fe0,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
0ea9a37f-08cf-53a4-bd4a-58a733b4d7f3,3e29ba1e-9f08-5dd5-bd2a-220f8cf18435,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8309367f-5041-577b-9157-9d60c8d62db9,af20598b-dfbf-5a27-bf68-310101b54fb3,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f7861994-7619-543c-a3c7-48deb07bcada,5514ddd4-541e-5e12-a182-b3a109bdfcc0,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
252f88d1-e524-5b76-8f14-26af9758e3f2,552c1125-1c2b-5e56-81f1-0a616c10910d,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
6f21e40a-9dc7-5182-9ded-3a25343c0d92,a254d701-6be3-5303-b2d3-1b145a64103a,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7fee361e-6e20-555e-bb9a-3a55353df6e0,15fa84d5-ef6a-516e-85d0-68e450395653,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
4372e64a-2283-5fd0-b9b0-89186f98e8c2,3d2f9688-83c1-506d-90d2-0ce27e8ea4d3,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8fffbdaf-3275-512f-bd93-29cea00981de,b81eced5-5092-5efc-95ab-f943423cfedb,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
7714403d-f4d8-5ff4-9163-d5ea06e6b4fa,ca14f87b-f929-5e05-971d-7c8f74defdf8,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
983dbde3-99e9-5d0b-b5bf-32b6f10eab63,9e2380ac-7d0e-5e59-b944-3c538376aabf,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2f75fa96-7eb2-5350-9e64-3b079dc2f850,df1bacca-de81-5ee5-946e-f7ed9e186f0f,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
8a1024fb-7ec6-5b10-bd4b-9d62b9cd3aaa,223317dc-d207-51c0-a8d2-246fae8ca7ca,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
1da2a441-1b5c-53c6-81fb-9c5ba08b5deb,a1a9021d-bcc4-50b5-b991-518bc3f617c7,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
f82c076b-a23a-5977-8b1d-850c53d68976,b378ce5e-dab4-55e6-8a40-1528ea43c11a,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
2e7f80a1-4abc-5f66-9609-1d0822d669cb,5f08f12f-f5e0-589b-ac15-120e113673c0,DEMO-0001,sample-customer-001,Alex Example,active,"{""email"":true}","{""fictional"":true}",2026-01-01T00:00:00Z,sample-data,2026-01-01T00:00:00Z,sample-data,1
