id,customer_id,contact_type,contact_value,normalized_value,is_primary,is_verified,verified_at_utc,status,created_at_utc,updated_at_utc
dc8afceb-2c54-529b-826b-e39e0c271827,495949fe-5655-56b8-86ca-9ee250d9328e,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
137a3f2b-fce5-59dd-a061-122cd03a0d1b,118183f4-9bb2-53ee-a2e2-71738aed2383,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
cdf94732-52c6-57dc-bb4d-46ee4fe3db1c,63627e04-178e-51fe-9a56-1120f4dc7793,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
bbbeff5f-1386-5c0c-a858-b89e8b49f404,91b5493f-31a1-53a0-ae8b-0268448a3837,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
caabca2a-b562-538e-96a5-6d9a8664dc90,d4e7592f-86ef-5e35-80cb-62df9946a60d,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
d05f422b-a94e-5a64-b33f-0094873370dc,c6b3b0c9-defc-5caf-acdf-1c89d69817d5,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
b70862e0-4159-5026-8ed2-30a2be951819,d570a005-c150-563c-8280-3371b7b76ddc,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
feea12d3-986f-5951-8b03-ac4e3b56443f,fe2b4483-7cc4-51ff-973c-074c3558768c,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
16483dc5-2fc4-5424-abf7-1f0562fa4666,b4b93026-52bc-5feb-9714-61a517574b2b,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
35ff352f-9bab-5cf2-8465-76af50e083c1,3c092657-d796-5f9a-aee5-a13fdec27ba6,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
5bbb1494-0bd0-5192-b812-2dbfe2acee7d,7444016c-5aec-5701-a361-ef628f464b19,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
f777f9e8-2f4c-5c7b-84af-b0c3809fcf25,c0863f04-b244-5bfd-a5fc-f7d415e433e4,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
0f980918-6166-5c32-b82b-57c3c1bc5d69,9384ca03-9202-52d2-b77c-a9fb7ebc2ebb,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
7abf10b2-1e8a-5d57-a0df-c0b196307ccc,82821c0c-b82a-5bf8-87fe-813f3d7a39b1,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
9d38f569-c8a0-5fd3-9869-5ec89723079c,20957052-d997-5549-8bf2-15919155cc0f,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
6a887087-c88b-5a2a-a48d-d873c35965f0,d14f1171-d69e-54df-ad5f-9e1c19540319,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
1b0b230c-4126-5850-923e-2ab449d05222,10ac7e64-6989-5edd-b781-fde1d34ce859,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
6ff2b537-5aae-5c68-af65-e9cb51da5298,05f6c5b9-1a4b-5c15-b5bf-6b4c5e4d6cab,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
99904e44-f6a5-5044-8dfe-de2f195fc7cf,f9ee7fb6-6f44-50dc-80c2-253b41661dfe,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
4dc27f42-7a7d-5db4-904d-55817646ae45,dcd7526f-eb28-558d-a738-53483e9eba0b,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
9675ec5c-dcdb-51f5-ba8d-5a5bbae6dbae,c02d8cd9-9cc6-53f7-9d18-c92fd8eabfaa,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
9a33c46d-007d-5553-82ac-96043f196e1b,8334fb7b-5f4f-5348-850c-fbae8f77f33a,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
cd89bdae-4f18-51e3-bf79-a8ea6df9c4f8,0ea9a37f-08cf-53a4-bd4a-58a733b4d7f3,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
850e0cfe-5fe8-5f08-9623-75e68fb175b2,8309367f-5041-577b-9157-9d60c8d62db9,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
b7eb06a5-e249-561c-82be-1ccfa0d84d0b,f7861994-7619-543c-a3c7-48deb07bcada,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
6c6f3f14-ae69-5a84-b832-922b623a5971,252f88d1-e524-5b76-8f14-26af9758e3f2,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
f9178b35-2ba2-5645-abef-a4186658610e,6f21e40a-9dc7-5182-9ded-3a25343c0d92,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
7da0aa3c-bab9-5c72-a7fd-6d3a3724201b,7fee361e-6e20-555e-bb9a-3a55353df6e0,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
5acc64c7-12a6-565c-998b-53fbb76bc852,4372e64a-2283-5fd0-b9b0-89186f98e8c2,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
c66da85f-5133-521e-a6f6-1eec412e998b,8fffbdaf-3275-512f-bd93-29cea00981de,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
a1717216-8edf-5baa-bbe5-ca5468554e78,7714403d-f4d8-5ff4-9163-d5ea06e6b4fa,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
75d2ce91-52cd-5888-93f5-0de2dcefb9ac,983dbde3-99e9-5d0b-b5bf-32b6f10eab63,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
7a23f877-4d7d-540f-b7b5-00a60fd927f6,2f75fa96-7eb2-5350-9e64-3b079dc2f850,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
25987b3b-1209-5b9c-968e-9a32929ac686,8a1024fb-7ec6-5b10-bd4b-9d62b9cd3aaa,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
720e6e3f-1ade-588a-ab16-32a0b7b76e7e,1da2a441-1b5c-53c6-81fb-9c5ba08b5deb,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
50c1fcc0-6af6-5893-a1b9-53afe2a11326,f82c076b-a23a-5977-8b1d-850c53d68976,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
32c7194f-3f1c-5f14-85a9-678d82c6efc2,2e7f80a1-4abc-5f66-9609-1d0822d669cb,email,alex@example.test,alex@example.test,true,true,2026-01-01T00:00:00Z,active,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z
